scenario_family,budget,policy_kind,latency_days,block_count,policy_value_mean,policy_value_ci_low,policy_value_ci_high,stale_regret_mean,stale_regret_ci_low,stale_regret_ci_high,relative_loss_mean,relative_loss_ci_low,relative_loss_ci_high,target_overlap_mean,target_overlap_ci_low,target_overlap_ci_high,missed_at_risk_mean,missed_at_risk_ci_low,missed_at_risk_ci_high,window_miss_rate_mean,window_miss_rate_ci_low,window_miss_rate_ci_high,selected_customers_mean,selected_customers_ci_low,selected_customers_ci_high,partial_reopt_optimization_call_ratio_mean,partial_reopt_optimization_call_ratio_ci_low,partial_reopt_optimization_call_ratio_ci_high,partial_reopt_regret_recovery_ratio_mean,partial_reopt_regret_recovery_ratio_ci_low,partial_reopt_regret_recovery_ratio_ci_high,partial_reopt_full_refresh_value_ratio_mean,partial_reopt_full_refresh_value_ratio_ci_low,partial_reopt_full_refresh_value_ratio_ci_high,partial_reopt_target_overlap_mean,partial_reopt_target_overlap_ci_low,partial_reopt_target_overlap_ci_high,partial_reopt_missed_at_risk_mean,partial_reopt_missed_at_risk_ci_low,partial_reopt_missed_at_risk_ci_high,partial_reopt_window_miss_rate_mean,partial_reopt_window_miss_rate_ci_low,partial_reopt_window_miss_rate_ci_high,partial_reopt_relative_loss_mean,partial_reopt_relative_loss_ci_low,partial_reopt_relative_loss_ci_high,partial_reopt_target_overlap_recovery_mean,partial_reopt_target_overlap_recovery_ci_low,partial_reopt_target_overlap_recovery_ci_high,partial_reopt_missed_at_risk_recovery_mean,partial_reopt_missed_at_risk_recovery_ci_low,partial_reopt_missed_at_risk_recovery_ci_high,partial_reopt_window_miss_rate_recovery_mean,partial_reopt_window_miss_rate_recovery_ci_low,partial_reopt_window_miss_rate_recovery_ci_high,random_refresh_full_refresh_value_ratio_mean,random_refresh_full_refresh_value_ratio_ci_low,random_refresh_full_refresh_value_ratio_ci_high,random_refresh_target_overlap_mean,random_refresh_target_overlap_ci_low,random_refresh_target_overlap_ci_high,random_refresh_missed_at_risk_mean,random_refresh_missed_at_risk_ci_low,random_refresh_missed_at_risk_ci_high,random_refresh_window_miss_rate_mean,random_refresh_window_miss_rate_ci_low,random_refresh_window_miss_rate_ci_high,random_refresh_relative_loss_mean,random_refresh_relative_loss_ci_low,random_refresh_relative_loss_ci_high,random_refresh_target_overlap_recovery_mean,random_refresh_target_overlap_recovery_ci_low,random_refresh_target_overlap_recovery_ci_high,random_refresh_missed_at_risk_recovery_mean,random_refresh_missed_at_risk_recovery_ci_low,random_refresh_missed_at_risk_recovery_ci_high,random_refresh_window_miss_rate_recovery_mean,random_refresh_window_miss_rate_recovery_ci_low,random_refresh_window_miss_rate_recovery_ci_high,top_risk_refresh_full_refresh_value_ratio_mean,top_risk_refresh_full_refresh_value_ratio_ci_low,top_risk_refresh_full_refresh_value_ratio_ci_high,top_risk_refresh_target_overlap_mean,top_risk_refresh_target_overlap_ci_low,top_risk_refresh_target_overlap_ci_high,top_risk_refresh_missed_at_risk_mean,top_risk_refresh_missed_at_risk_ci_low,top_risk_refresh_missed_at_risk_ci_high,top_risk_refresh_window_miss_rate_mean,top_risk_refresh_window_miss_rate_ci_low,top_risk_refresh_window_miss_rate_ci_high,top_risk_refresh_relative_loss_mean,top_risk_refresh_relative_loss_ci_low,top_risk_refresh_relative_loss_ci_high,top_risk_refresh_target_overlap_recovery_mean,top_risk_refresh_target_overlap_recovery_ci_low,top_risk_refresh_target_overlap_recovery_ci_high,top_risk_refresh_missed_at_risk_recovery_mean,top_risk_refresh_missed_at_risk_recovery_ci_low,top_risk_refresh_missed_at_risk_recovery_ci_high,top_risk_refresh_window_miss_rate_recovery_mean,top_risk_refresh_window_miss_rate_recovery_ci_low,top_risk_refresh_window_miss_rate_recovery_ci_high,top_value_refresh_full_refresh_value_ratio_mean,top_value_refresh_full_refresh_value_ratio_ci_low,top_value_refresh_full_refresh_value_ratio_ci_high,top_value_refresh_target_overlap_mean,top_value_refresh_target_overlap_ci_low,top_value_refresh_target_overlap_ci_high,top_value_refresh_missed_at_risk_mean,top_value_refresh_missed_at_risk_ci_low,top_value_refresh_missed_at_risk_ci_high,top_value_refresh_window_miss_rate_mean,top_value_refresh_window_miss_rate_ci_low,top_value_refresh_window_miss_rate_ci_high,top_value_refresh_relative_loss_mean,top_value_refresh_relative_loss_ci_low,top_value_refresh_relative_loss_ci_high,top_value_refresh_target_overlap_recovery_mean,top_value_refresh_target_overlap_recovery_ci_low,top_value_refresh_target_overlap_recovery_ci_high,top_value_refresh_missed_at_risk_recovery_mean,top_value_refresh_missed_at_risk_recovery_ci_low,top_value_refresh_missed_at_risk_recovery_ci_high,top_value_refresh_window_miss_rate_recovery_mean,top_value_refresh_window_miss_rate_recovery_ci_low,top_value_refresh_window_miss_rate_recovery_ci_high
seasonal-shift,2760000,stronger-but-stale,3,16,79815681.000692,73875328.718985,86768569.043022,-1808924.077079,-2700941.757902,-995849.757445,-0.024223,-0.035419,-0.01281,0.816432,0.785261,0.852413,0.270415,0.210147,0.332624,0.013589,0.008218,0.018132,251.25,223.089063,276.848437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasonal-shift,2760000,weaker-but-fresh,0,16,30944780.641848,28181196.68789,33553312.540257,47061976.281765,38719749.930679,53935617.860678,0.588104,0.532228,0.647189,0.704949,0.646286,0.74949,0.067818,0.040309,0.098898,0.0,0.0,0.0,513.8125,499.404688,531.479687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasonal-shift,5480000,base-stale,0,16,127748056.263732,116871137.465327,137047186.40836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,531.6875,503.276563,566.821875,0.014552,0.010837,0.018744,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasonal-shift,5480000,base-stale,1,16,129295268.158505,120316275.448872,139058294.35972,-1547211.894773,-2118162.227397,-926496.595815,-0.013064,-0.018207,-0.008211,0.878734,0.870352,0.887295,0.172401,0.159655,0.186612,0.0,0.0,0.0,513.5625,487.996875,544.698437,0.056521,0.050207,0.062564,-61.321547,-180.184662,-1.136826,0.997469,0.993216,1.001815,0.920984,0.915066,0.926376,0.095375,0.08764,0.102818,0.0,0.0,0.0,0.002531,-0.001129,0.006135,0.342457,0.307161,0.383771,0.436482,0.396355,0.482867,0.0,0.0,0.0,1.012088,1.007487,1.016517,0.884061,0.8763,0.891917,0.165065,0.151762,0.178477,0.0,0.0,0.0,-0.012088,-0.016975,-0.007545,0.043576,0.026904,0.061667,0.042352,0.02715,0.059605,0.0,0.0,0.0,1.018099,1.014434,1.022833,0.894595,0.887967,0.902666,0.14832,0.13614,0.160459,0.0,0.0,0.0,-0.018099,-0.022175,-0.013788,0.130404,0.110417,0.151922,0.138676,0.117574,0.161038,0.0,0.0,0.0,1.013285,1.009316,1.017131,0.89331,0.886855,0.901609,0.169146,0.153628,0.180246,0.0,0.0,0.0,-0.013285,-0.017449,-0.009345,0.119198,0.094508,0.148689,0.016289,-0.006585,0.045009,0.0,0.0,0.0
seasonal-shift,5480000,base-stale,3,16,129249039.031208,120465146.563265,137901113.710665,-1500982.767476,-2120590.888271,-917047.495671,-0.01258,-0.017828,-0.007584,0.880297,0.873649,0.886858,0.167647,0.157601,0.178222,0.0,0.0,0.0,519.5625,491.464063,557.56875,0.056408,0.050692,0.062067,-2.32257,-4.331307,-1.041657,0.997155,0.992792,1.001386,0.923327,0.91595,0.929711,0.089647,0.081322,0.098455,0.0,0.0,0.0,0.002844,-0.001599,0.007388,0.357199,0.3155,0.402178,0.45825,0.406862,0.5072,0.0,0.0,0.0,1.012425,1.007668,1.017533,0.885901,0.880402,0.892383,0.159767,0.15029,0.167016,0.0,0.0,0.0,-0.012425,-0.017896,-0.00743,0.045613,0.030335,0.061441,0.045536,0.030288,0.060337,0.0,0.0,0.0,1.018973,1.014547,1.023358,0.894704,0.887529,0.90222,0.14672,0.13548,0.157739,0.0,0.0,0.0,-0.018973,-0.023777,-0.014718,0.120492,0.093556,0.146095,0.124756,0.094543,0.154001,0.0,0.0,0.0,1.011054,1.006757,1.014639,0.893014,0.887509,0.900237,0.167983,0.156985,0.178362,0.0,0.0,0.0,-0.011054,-0.015452,-0.007028,0.104188,0.072955,0.135796,-0.00371,-0.026733,0.021269,0.0,0.0,0.0
seasonal-shift,5480000,base-stale,7,16,128929660.507119,120273954.285183,137886386.991644,-1181604.243388,-1937636.346022,-45670.528828,-0.010515,-0.015928,-0.002654,0.877018,0.868422,0.886269,0.174525,0.161223,0.188029,0.002741,0.001676,0.003907,523.875,492.928125,555.19375,0.05792,0.052706,0.064154,-3.027684,-6.139646,-1.176789,0.993049,0.987504,0.997848,0.922181,0.909651,0.932844,0.090986,0.078344,0.10853,0.002366,0.001407,0.003396,0.006951,0.00172,0.012975,0.373453,0.32343,0.426204,0.482548,0.432056,0.535551,0.076878,0.023351,0.159441,1.009115,1.003052,1.014083,0.882978,0.875095,0.890355,0.166512,0.154633,0.178815,0.00275,0.001694,0.004027,-0.009115,-0.013635,-0.00282,0.046659,0.029282,0.062951,0.044982,0.028099,0.061959,-0.002491,-0.005473,0.000117,1.017789,1.011432,1.023514,0.894734,0.889323,0.900238,0.149354,0.139878,0.158116,0.002191,0.001277,0.003208,-0.017789,-0.022197,-0.012328,0.139959,0.112578,0.169673,0.140537,0.111434,0.173104,0.121232,0.011804,0.239548,1.007811,1.00235,1.012351,0.890151,0.881632,0.898711,0.172738,0.159365,0.185352,0.002763,0.001534,0.003874,-0.007811,-0.013017,-0.001515,0.104603,0.072223,0.141547,0.007069,-0.031956,0.048729,-0.006029,-0.012932,1.6e-05
seasonal-shift,5480000,full-refresh,0,16,127748056.263732,116341089.985832,136883125.242193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,531.6875,502.560938,570.828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
seasonal-shift,5480000,stronger-but-stale,3,16,133353211.414374,123088514.393334,142681649.811583,-5605155.150643,-6267224.961224,-4963250.748013,-0.044099,-0.048401,-0.03984,0.797392,0.774281,0.818247,0.308321,0.277473,0.34373,0.007171,0.004674,0.009641,495.25,461.196875,531.546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasonal-shift,5480000,weaker-but-fresh,0,16,67068951.935723,64419804.803175,68983607.350877,60679104.328009,50745200.449216,69128023.450937,0.462984,0.414449,0.502857,0.727705,0.715409,0.740925,0.020656,0.014193,0.027574,0.0,0.0,0.0,977.75,963.148438,993.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasonal-shift,7550000,base-stale,0,16,158281163.011234,144450639.510166,170663510.376799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,774.5,722.7375,830.204687,0.014552,0.010846,0.018938,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasonal-shift,7550000,base-stale,1,16,160473862.949679,146350476.481023,173327194.810182,-2192699.938446,-2779893.830262,-1712666.569806,-0.013865,-0.016889,-0.011221,0.87267,0.863095,0.88047,0.192466,0.178373,0.209864,0.0,0.0,0.0,752.4375,701.2875,804.320312,0.056521,0.049578,0.062914,-1.160643,-1.361392,-1.001049,0.999195,0.997063,1.001439,0.920036,0.911494,0.928787,0.103087,0.088432,0.118778,0.0,0.0,0.0,0.000805,-0.001352,0.002996,0.373949,0.320853,0.426085,0.469629,0.411345,0.530627,0.0,0.0,0.0,1.0129,1.010451,1.016023,0.87939,0.869243,0.888203,0.182128,0.167149,0.200128,0.0,0.0,0.0,-0.0129,-0.015449,-0.010034,0.051789,0.038564,0.064265,0.052326,0.038262,0.066082,0.0,0.0,0.0,1.018125,1.01585,1.020348,0.88302,0.87286,0.893108,0.178037,0.160273,0.195361,0.0,0.0,0.0,-0.018125,-0.020994,-0.015594,0.082989,0.063801,0.10066,0.076397,0.05992,0.094255,0.0,0.0,0.0,1.012352,1.009067,1.015446,0.881279,0.869511,0.891601,0.18954,0.172326,0.207599,0.0,0.0,0.0,-0.012352,-0.015504,-0.009677,0.068971,0.048165,0.091442,0.014635,-0.008979,0.034923,0.0,0.0,0.0
seasonal-shift,7550000,base-stale,3,16,160268280.44445,147708716.412625,173595835.321857,-1987117.433217,-2589857.681391,-1461994.105354,-0.012197,-0.015478,-0.009302,0.873133,0.864911,0.881616,0.190498,0.177234,0.204558,0.0,0.0,0.0,756.625,710.407812,807.7,0.056408,0.05027,0.061823,-2.160808,-4.122095,-1.07932,0.998246,0.996153,1.000693,0.921603,0.910557,0.931068,0.09847,0.083346,0.116876,0.0,0.0,0.0,0.001754,-0.001154,0.00417,0.388494,0.336643,0.438824,0.490854,0.435959,0.546426,0.0,0.0,0.0,1.012552,1.009054,1.015509,0.879208,0.869841,0.887035,0.18206,0.167941,0.198068,0.0,0.0,0.0,-0.012552,-0.016155,-0.009178,0.048763,0.036172,0.061772,0.045385,0.033741,0.056077,0.0,0.0,0.0,1.016521,1.013207,1.019416,0.882791,0.874082,0.889514,0.176361,0.163204,0.191576,0.0,0.0,0.0,-0.016521,-0.019645,-0.012955,0.076691,0.058543,0.094458,0.075863,0.055015,0.094707,0.0,0.0,0.0,1.009928,1.007356,1.012651,0.883447,0.874633,0.892687,0.186416,0.171324,0.201025,0.0,0.0,0.0,-0.009928,-0.012768,-0.007509,0.082792,0.054949,0.109837,0.021491,-0.001389,0.041017,0.0,0.0,0.0
seasonal-shift,7550000,base-stale,7,16,159686939.559569,147326444.620842,173297287.626476,-1405776.548335,-2098752.614171,-752332.528394,-0.008671,-0.012435,-0.0052,0.870666,0.860759,0.879129,0.193879,0.180178,0.210884,0.001865,0.001151,0.00264,766.875,720.453125,824.396875,0.05792,0.052715,0.063222,-2.301117,-3.802419,-1.338319,0.994217,0.991084,0.997262,0.923223,0.910238,0.934043,0.095517,0.078315,0.117381,0.001609,0.000836,0.002356,0.005783,0.002687,0.008655,0.417322,0.359997,0.466865,0.520802,0.457296,0.577961,0.079925,0.017322,0.161524,1.0081,1.00421,1.011923,0.878013,0.870222,0.886403,0.182329,0.169435,0.194905,0.001803,0.001103,0.002494,-0.0081,-0.011463,-0.004051,0.05714,0.046447,0.069806,0.059717,0.047278,0.0731,0.017003,-0.000176,0.049412,1.013626,1.01033,1.017504,0.87968,0.869551,0.887858,0.180827,0.167249,0.196894,0.001487,0.000768,0.002287,-0.013626,-0.017183,-0.009724,0.069117,0.052146,0.085579,0.066607,0.04925,0.084079,0.122428,0.012474,0.277956,1.006397,1.002468,1.009992,0.879642,0.869791,0.887828,0.19267,0.178162,0.208241,0.001875,0.00112,0.002735,-0.006397,-0.009446,-0.00317,0.068408,0.0341,0.096523,0.003563,-0.025938,0.030249,-0.003919,-0.009175,3.5e-05
seasonal-shift,7550000,full-refresh,0,16,158281163.011234,144319674.180896,169456063.212557,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,774.5,717.74375,826.626562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
seasonal-shift,7550000,stronger-but-stale,3,16,164930420.797051,152424502.027547,177680497.743302,-6649257.785818,-7912864.445204,-5442765.398805,-0.04047,-0.046033,-0.034414,0.795753,0.773063,0.815104,0.322902,0.295867,0.358092,0.00494,0.002892,0.006875,719.5625,662.154688,778.595312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasonal-shift,7550000,weaker-but-fresh,0,16,93580611.750422,90060278.078295,96252552.476904,64700551.260812,54529083.090592,75686629.162959,0.395867,0.350768,0.435435,0.727291,0.71846,0.737421,0.015327,0.010365,0.022103,0.0,0.0,0.0,1309.6875,1288.832813,1332.032813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
